1	Kresh has no abilities, it is a simple tank and spank fight.
2	Interrupt her "Sleep" ability.
3	After pulling, immediately kill the three Deviate Pythons before switching to Lord Cobrahn.
4	Interrupt his "Sleep" ability.
5	It's located in the Winding Chasm before Lord Pythas.
6	This is a rare mob that may not be available.
7	After pulling, CC the Druid of the Fang and kill the other add before switching to Pythas.
8	"Chained Bolt" does damage to players near each other so melee DPS should spread out around the boss to avoid damage.
9	"Grasping Vines" roots all players within 10 yards, knocks them down and does damage so the healer should try to keep the group's health topped off as much as possible.
10	Mutanus is spawned during an optional dungeon event that can occur if the four Lords of the Fang bosses have been defeated.
11	These four bosses include Lady Anacondra, Lord Cobrahn, Lord Pythas and Lord Serpentis.
12	The event is started by escorting the Disciple of Naralex through the dungeon.
13	The Disciple of Naralex is found at the start of the dungeon.
14	Once the Disciple reaches the ritual stone where Naralex sleeps, you will be attacked by waves of enemies.
15	Mutanus' "Thunderclap" ability does high damage to the tank and any nearby melee DPS so ranged DPS is better for this fight.
16	He also has two abilities, "Terrify" and "Naralex's Nightmare" that both stun/sleep players so the healer should try to keep the group's health topped off as much as possible.
17	Before the encounter, you can pull the 2 Defias Watchman without drawing aggro from the boss.
18	If you cannot do this, use CC on one archer.
19	If you can't CC, kill the adds before the boss.
20	Be careful of patrolling elites.
21	He will be surrounded by Defias Miners that aren't elite.
22	Try picking them off before engaging Miner Johnson.
23	Click the line below if the rare spawn isn't available.
24	Clear the entire room before engaging Sneed's Shredder.
25	It uses an ability called "Terrify" that will cause you to run in fear.
26	Once the Shredder is killed, Sneed will hop out and the tank will need to pick it up quickly.
27	It will disarm the tank so give them time to get aggro.
28	A Goblin Engineer will pull when you engage him.
29	CC the engineer, or it will summing a Remote Controlled Golem, which is immune to most abilities.
30	If the Golem is summoned focus on the engineer.
31	When you approach the plank, he will automatically engage your group.
32	There will be two Defias Blackguard that are stealthed.
33	They need to die before you begin damaging Mr. Smite.
34	At 66% and 33% he will stun the group for nearly 10 seconds.
35	At 33% he will gain the ability to stun your tank.
36	It will be important to keep your tank healed up.
37	CC adds next to Captain Greenskin before pulling.
38	Start the encounter by killing the adds, CCing as many as possible.
39	When you begin the encounter, there will be two Defias Blackguard that break stealth.
40	CC and kill them before attacking Edwin VanCleef.
41	At 50% he will summon two more adds.
42	Repeat the process from before, killing the adds.
43	Finish the encounter after.
