1	In order to get to Pandaria for the first time, you must complete the opening questline to The Jade Forest.
2	Visit Stormwind Keep
3	Look for a ship in the air. You have to use a flying mount to get to Sky Admiral Rogers.
4	Talk to Sky Admiral Rogers
5	Tell her:
6	<I am ready to depart>
7	Use the abilities on your bar in order to kill the enemies.
8	Equip a Skyfire Parachute
9	There are several ways to earn reputation with Cenarion Circle.  Earning Exalted with this Faction is half of the Achievement Guardian of Cenarius.
10	You can farm mobs and bosses in the Ruins of Ahn'Qiraj.  You would need at least 1 other person to form the raid.
11	or
12	There are a large number of quests available at Cenarion Hold, but once those are completed you'll need to grind your way to Exalted. Click here to go to these quests
13	The only repeatable quest as of 4.2 is from Bor Wildmane at Cenarion Hold.  You will need to collect 10 Encrypted Twilight Text per turn in. Click here to continue
14	Click the Wanted Poster: Deathclasp
15	You must kill an elite mob for this quest, so you may need a partner if you cannot solo it.  You can skip this quest if you can't solo it and can't find a partner to help.
16	You need 10 extra Encrypted Twighlight Text for a future quest.
17	Enter the cave
18	Follow the path inside the cave
19	Leave the cave
20	Surround yourself in Silithyst Dust
21	They spawn in various locations, you find more at:
22	[53.2,41.6]
23	[57.1,47.2]
24	[60.0,41.1]
25	Stand inside the big blue-glowing metal machine
26	Deliver Silithyst
27	He walks around this area in a purple robe, so you may need to search for him.
28	She walks around this area carrying a book, so you may need to search for her.
29	You can find more Dredge Crushers around [Silithus,37.9,32.4]
30	Tell him you've heard he might have some information as to the weareabouts of Mistress Natalia Mar'alith
31	Question Frankal
32	Tell him the Commander has sent you here to gather some information about his missing wife
33	Question Rutgar
34	Click the Complete Quest box in the top right corner of your screen
35	Follow the path up
36	Be careful of Deathclasp, the elite scorpion that patrols this small area.
37	Deathclasp is an elite mob, so you may need a partner if you cannot solo him.  You can skip this quest if you can't solo it and can't find a partner to help.
38	Enter the hive
39	Follow this path
40	Discover the Fate of Mistress Natalia Mar'alith
41	<Use the transcription device to gather a rubbing.>
42	Leave the hive
43	Click Brann Bronzebeard's Lost Letter
44	More Twilight mobs can be found at [28.0,74.8]
45	Here [69.7,16.6]
46	Here [33.5,33.9]
47	When you have a lot of Twilight Texts to turn in, click here
48	You can click here to farm more Texts
49	Click here to do quests outside of Silithus for more rep
50	More can be found around [Un'Goro Crater,69.1,57.1]
51	While traveling to the coordinates, look in the water for Bloodpetal Seeds
52	Catch the Bloodpetal Seeds with Garl's Net.
53	Attack the Juvenile Bloodpetals in the area.
54	Remove 3 Unhealthy-Looking Pumpkins
55	Remove 4 Rotten Apples
56	Remove 6 Bad Corn
57	You must do this with the Troll Zen'Kiki next to you. If you lose him, return to the Menders' Stead and talk to him.
58	Kill 20 Wildlife with Zen'Kiki
59	Click Zen'Kiki
60	He's the Troll that's following you around.  Keep clicking him to pull the Diseased Hawks down to you.
61	Ride the Hearthglen Mustang
62	Use your Whinny ability on your hotbar near Northridge Spiders
63	Frighten 25 Northridge Spiders
64	Click the red arrow on your hotbar to stop riding the Hearthglen Mustang
65	Continuously scare the Northridge Spiders and try to make them run to [48.0,32.9]
66	The Hearthglen Recruits will kill the Northridge Spiders
67	Lure 10 Northridge Spiders to Lumber Mill
68	Click the Scourge Cauldron
69	It's a huge shaking black pot with orange liquid in it on a stone platform.
70	Click Cultist Cages
71	They look like big yellow cages around this area.
72	Free and Heal 4 Captive Plaguebears
73	You can find the doll parts in all of the buildings
74	Use Pamela's Doll's Head
75	Go inside the necropolis
76	Use Rayne's Seeds while standing on the platform above the green liquid
77	Plant a Seed in the Western Necropolis
78	Plant a Seed in the Northeastern Necropolis
79	Plant a Seed in the Southeastern Necropolis
80	Use your Overcharged Mote when you have a Plague Disseminator Control Rune
81	Destroy 3 Plague Disseminators
82	This is the end of the questing
83	Click here to go back to the Silithus Reputation menu
84	Congratulations, you are Exalted with Cenarion Expedition
85	This guide will take you through the quests needed to become Exalted with Cenarion Expedition
86	You will need to farm Cenarion Circle and Cenarion Expedition reputation.
87	Farming rep in the dungeons Slave Pens and Underbog is a good way to gain reputation up to honoroed.
88	You can also kill naga or any mobs for Unidentified Plant Parts until friendly.
89	You can also grind reputation from Heroic Coilfang Instances up to exalted if you would rather do that.
90	They are under the jumping piles of rocks, they come up to fight when you get close to the jumping rocks.
91	Click the Eroded Leather Case
92	Use the Cenarion Antidote on a Hulking Helboar
93	Administer the Antidote
94	Click the Crimson Crystal Shard in your bags
95	Use your Seed of Revitalization while standing on the Earthbinder's Circle
96	It's a bright green symbol on the ground.
97	Revitalize Fallen Sky Ridge
98	Kill all mobs in this area
99	I found Boglash here. He is a tall alien looking thing with really long legs. Kill him, he's really easy, despite his elite status. He walks around in the water, so some searching may be necessary.
100	In the big building, all the way at the top.
101	Escort Kayra Longmane to safety
102	The path to 'Ikeyen's Belongings' starts here
103	Go southwest inside the cave to 70.5,97.9
104	Go northeast inside the cave to 72.5,94.0
105	On the bottom level of the cave, in the small round room all the way in the back.
106	Stand here to Investigate Umbrafen Lake
107	You can find more Naga at:
108	[73.4,82.3]
109	[72.2,75.8]
110	Turn in any stacks of 10 Unidentified Plant Parts you have
111	If you found an Uncatalogued Species, turn that in also
112	Use your Stormcrow Amulet
113	Watch yourself fly as a crow.
114	Explore the Lakes of Zangarmarsh
115	Get the Mark of War
116	Get the Mark of Lore
117	Use your Ironvine Seeds on the Umbrafen Lake Pump Controls
118	Disable the Umbrafen Lake Pump Controls
119	The pump controls look like a little box with some levers on it
120	Use your Ironvine Seeds on the Lagoon Pump Controls
121	Disable the Lagoon Pump Controls
122	Use your Ironvine Seeds on the Serpent Lake Controls
123	Disable the Serpent Lake Controls
124	Get a Drain Schematics
125	Click the Drain Schematics in your bags
126	Swim straight down into the big bubbling pipe opening below until you discover the drain
127	Locate the drain in Serpent Lake
128	Follow the path and go straight through this main room
129	Follow this hallway
130	You can either stand back and pull Mennu from the ramp, or clear the enemies first so they won't aggro.
131	Discover Weeder Greenthumb
132	Follow this path up
133	Discover Naturalist Bite
134	Be ready to fight a couple mobs
135	Tell him
136	<Naturalist, please grant me your boon
137	As you go through the dungeon, look for Sanguine Hibiscus
138	Keep following this straight path
139	Follow this path up and around
140	He will summon mushrooms, these will explode to deal damage to player, and heal the boss.
141	Keep moving him so that doesn't happen.
142	Follow the path around until you get here
143	Jump down in the water here
144	Swim across the water and jump down here
145	Discover Earthbinder Rayge
146	Follow this path down and to the right
147	Talk to Windcaller Claw
148	Discover Windcaller Claw
149	Make sure you have picked up 5 Sanguine Hibiscus
150	You hear a faint echo...
151	Go through the opening on your left.
152	Go up the ramp
153	Go up to the bridge on the right side
154	Cross the bridge and go through the hallway
