1	You must be at least level 5 to train Apprentice professions.
2	Farm them with Herbalism or purchase them from the auction house.
3	These totals are approximate.
4	You may need more or less than the indicated amount.
5	You will need level 185 Herbalism to collect these.
6	Gather Felweed along the path.
7	Gather Dreaming Glory along the path.
8	Gather Terocone along the path.
9	Gather Netherbloom along the path.
10	Gather Nightmare Vine along the path.
11	Save these, you will need them later.
12	You may need to create more of these.
13	Save 65 of these, you will need them later.
14	Each additional one requires one Peacebloom, one Silverleaf, and one Empty Vial.
15	You must be at least level 10 to train Journeyman professions.
16	You may need to create more or less of these.
17	You must be at least level 20 to train Expert professions.
18	You must be at least level 35 to train Artisan professions.
19	You must be at least level 50 to train Master professions.
20	Each one requires another Golden Sansam and Dreaming Glory.
21	Each one requires another Nightmare Vine and Dreaming Glory.
22	They look like gray rocks with orange and yellow mineral deposits along the path.
23	You will need level 65 Mining to collect these.
24	Smelt the ore at a forge.
25	You will need level 75 Mining to collect these.
26	Smelt 70 Copper and Tin into 140 Bronze Bars.
27	You will need level 125 Mining to collect these.
28	You will need level 155 Mining to collect these.
29	Buy 190 Coal from the Trade Supplier near the forge.
30	You will need level 175 Mining to collect these.
31	Farm them from humanoid mobs or purchase them from the auction house.
32	Save this, you will need it later.
33	Each additional Rough Sharpening Stone requires one Rough Stone.
34	Each additional Rough Grinding Stone requires two Rough Stone.
35	Save 10 of these, you will need them later.
36	Each additional Coarse Sharpening Stone requires one Coarse Stone.
37	Each additional Coarse Grinding Stone requires two Coarse Stone.
38	Save 30 of these, you will need them later.
39	Stand next to an anvil.
40	You created these in a previous step.
41	Save the ore for later.
42	Smelt the Copper and Tin Ore into Bronze at a forge.
43	Each additional Heavy Grinding Stone requires three Heavy Stone.
44	Save these for the next step.
45	You purchased these in a previous step.
46	Buy 50 Coal from the Trade Supplier near the forge.
47	If you intend to choose the Armorsmith specialization, keep 6 of these.
48	You may need to make a few more of these.
49	Each additional Solid Grinding Stone requires four Solid Stone.
50	Save 130 these, you will need them later.
51	Buy 140 Coal from the Trade Supplier near the forge.
52	If you intend to choose the Armorsmith specialization, keep 4 of these.
53	Purchase this from the auction house.
54	You can also make 15 Mithril Coifs.
55	This will require more materials at 150 Mithril Bars and 90 Mageweave Cloth.
56	You do not need these if you make Mithril Coifs instead.
57	Each addtional Mithril Spur requires four Mithril Bars and three Solid Grinding Stones.
58	Solid Grinding Stones require four Solid Stone.
59	Each addtional Dense Sharpening Stone requires one Dense Stone.
60	You must be at least this level before you can accept the next quests.
61	You will need 10 for a quest, and at least 312 for the the next recipe.
62	You collected these in a previous step.
63	Each additional Imperial Plate Bracer requires twelve Thorium Bars.
64	You will need 50 for quests, and at least 90 for the the next recipe.
65	Each additional Imperial Plate Boots requires eighteen Thorium Bars.
66	You will need 588 Thorium Bars.
67	You will need 100 extra Fel Iron Bars.
68	Each additional Imperial Plate Chest requires twenty Thorium Bars.
69	They look like green mineral clusters around this path.
70	Enter caves along the path.
71	Make sure you enable "Find Minerals" in the tracking menu on the minimap.
72	Farm them from humanoid mobs in Outland or purchase them from the auction house.
73	Each additional Fel Weightstone requires one Fel Iron Bar and one Netherweave Cloth.
74	They look like light blue mineral clusters around this path.
75	They look like dark blue mineral clusters around this path.
76	Each additional Rune of Warding requires one Adamantite Bar.
77	Each additional Fel Iron Chain Tunic requires nine Fel Iron Bars.
78	This is a limited supply item that can also be purchased from the auction house.
