1	This guide section displays the entire progress for Kalimdor.
2	Explore Kalimdor Total Progress
3	Progress for Durotar
4	Progress for Teldrassil
5	Progress for The Barrens
6	Progress for Bloodmyst Isle
7	Progress for Thousand Needles
8	Progress for Desolace
9	Progress for Feralas
10	Progress for Azshara
11	Progress for Un'Goro Crater
12	Progress for Silithus
13	Progress for Mulgore
14	Progress for Azuremyst Isle
15	Progress for Darkshore
16	Progress for Ashenvale
17	Progress for Stonetalon Mountains
18	Progress for Dustwallow Marsh
19	Progress for Tanaris Desert
20	Progress for Felwood
21	Progress for Moonglade
22	Progress for Winterspring
23	Unlock Rut'theran Village
24	Begin in Darnassus
25	Unlock Darnassus
26	Unlock Pools of Arlithrien
27	Unlock Gnarlpine Hold
28	Unlock Lake Al'Ameth
29	Unlock Starbreeze Village
30	Unlock Shadowglen
31	Unlock Dolanaar
32	Unlock Ban'ethil Hollow
33	Unlock Wellspring Lake
34	Unlock The Oracle Glade
35	Return to Darnassus
36	Go through the pink portal towards Rut'theran Village
37	Boat to Darkshore
38	Fly to Darkshore
39	Arrive and Unlock Auberdine
40	Unlock Bashal'Aran
41	Unlock Cliffspring River
42	Unlock Tower of Althalaxx
43	Unlock Ruins of Mathystra
44	Unlock Ameth'Aran
45	Unlock Grove of the Ancients
46	Unlock Remtravel's Excavation
47	Unlock The Master's Glaive
48	Head southeast to Ashenvale
49	Unlock Maestra's Post
50	Unlock The Zoram Strand
51	Unlock Lake Falathim
52	Unlock The Shrine of Aessina
53	Unlock Fire Scar Shrine
54	Unlock Astranaar
55	Unlock Thistlefur Village
56	Unlock Iris Lake
57	Unlock The Ruins of Stardust
58	Unlock Mystral Lake
59	Unlock Fallen Sky Lake
60	Unlock Fellfire Hill
61	Unlock Warsong Lumber Camp
62	Unlock Bough Shadow
63	Unlock Satyrnaar
64	Unlock Splintertree Post
65	Unlock Raynewood Retreat
66	Unlock The Howling Vale
67	Go up the path and enter the entrance of the cave at the top.
68	Just stick to the road during most of this journey and deviate only when necessary.
69	Unlock Morlos'Aran
70	Unlock Deadwood Village
71	Unlock Emerald Sanctuary
72	Unlock Jadefire Glen
73	You can catch this point on the hill behind a large tree, if you're lucky.
74	Unlock Ruins of Constellas
75	Go back to the road, follow the road north, I was able to peak into the west when i arrived in line with this point to nab it.
76	Unlock Jaedenar
77	Unlock Bloodvenom Falls
78	Unlock Shatter Scar Vale
79	Unlock Jadefire Run
80	Unlock Irontree Woods
81	Unlock Talonbranch Glade
82	Unlock Felpaw Village
83	After leaving the flight path, follow the path back north and turn right onto the main road and follow it north.
84	Continue following the road around towards the north towards Moonglade
85	Through the Bear Head shaped cave.
86	Follow the path straight forward until you cross over the Tree Trunk bridge and wrap around to the right down the stairs.
87	Continue down the path towards Moonglade
